Application_ID,District_Name,Gender,Sector,Residential_Type,Enterprise_Type,Monthly_Income_INR,Loan_Tenure_Months,Total_TAT_Days,Risk_Score,Repayment_Status,Loan_Amount_INR
5057,Reasi,Other,It,Rural,Nano Entrepreneur,26528.0,12.0,164.0,60.0,On-Time,3786000.0
5058,Samba,Male,Healthcare,Unknown,Existing Enterprise,47136.0,12.0,188.0,9.0,On-Time,2065667.0
5059,Poonch,Female,Services,Urban,Existing Enterprise,13171.0,12.0,178.0,16.0,On-Time,158575.0
5060,Budgam,Unknown,Healthcare,Urban,Existing Enterprise,66170.0,48.0,188.0,29.0,On-Time,1539762.0
5061,Baramulla,Female,Manufacturing,Urban,Msme Sunrise Sector,106610.0,24.0,164.0,51.0,On-Time,3476029.0
5062,Ganderbal,Other,Services,Rural,Existing Enterprise,64658.0,35.12,188.0,30.0,Unknown,1830212.5
5063,Samba,Other,Healthcare,Urban,Unknown,51030.0,36.0,188.0,9.0,On-Time,1830212.5
5064,Samba,Male,Tourism,Unknown,Msme Sunrise Sector,99607.0,60.0,188.0,57.0,Unknown,1830212.5
5065,Ganderbal,Unknown,Unknown,Unknown,Nano Entrepreneur,37352.0,60.0,188.0,19.0,On-Time,630051.0
5066,Kathua,Male,Manufacturing,Rural,Nano Entrepreneur,64658.0,48.0,188.0,48.0,Late,1830212.5
5067,Udhampur,Male,Agri,Unknown,Existing Enterprise,37430.0,35.12,212.0,58.0,On-Time,15359.0
5068,Anantnag,Male,Healthcare,Rural,Unknown,84940.0,48.0,164.0,1.0,Late,3380000.0
5069,Doda,Unknown,Manufacturing,Urban,Existing Enterprise,89256.0,60.0,164.0,52.0,On-Time,2161000.0
5070,Poonch,Female,Agri,Urban,Msme Sunrise Sector,13623.0,60.0,164.0,42.0,Default,1342036.0
5071,Samba,Male,Tourism,Rural,Existing Enterprise,77160.0,60.0,188.0,28.0,Late,1830212.5
5072,Jammu,Other,Agri,Urban,Nano Entrepreneur,36058.0,18.0,164.0,65.0,Default,1830212.5
5073,Pulwama,Other,Agri,Rural,Existing Enterprise,25750.0,48.0,188.0,51.0,On-Time,1830212.5
5074,Rajouri,Male,Retail,Rural,Nano Entrepreneur,106886.0,35.12,212.0,49.0,Late,1830212.5
5075,Poonch,Unknown,Unknown,Unknown,Unknown,92985.0,18.0,188.0,25.0,On-Time,622180.0
5076,Ramban,Unknown,Manufacturing,Urban,Nano Entrepreneur,91753.0,12.0,212.0,92.0,Unknown,1830212.5
5077,Baramulla,Unknown,It,Rural,Nano Entrepreneur,91649.0,48.0,188.0,13.0,Default,495000.0
5078,Poonch,Other,Tourism,Unknown,Existing Enterprise,21831.0,24.0,164.0,98.0,Default,4877000.0
5079,Kathua,Female,Healthcare,Urban,Msme Sunrise Sector,84580.0,18.0,167.0,89.0,Late,5951867.0
5080,Pulwama,Unknown,Agri,Unknown,Existing Enterprise,44024.0,18.0,188.0,59.0,Late,4753796.0
5081,Kulgam,Female,Manufacturing,Rural,Nano Entrepreneur,43153.0,18.0,187.0,45.0,On-Time,517000.0
5082,Budgam,Unknown,Unknown,Rural,Existing Enterprise,76333.0,48.0,188.0,93.0,On-Time,4641453.0
5083,Pulwama,Female,Services,Urban,Existing Enterprise,33054.0,60.0,188.0,80.0,On-Time,1456000.0
5084,Jammu,Female,Agri,Urban,Nano Entrepreneur,51204.0,18.0,188.0,7.0,Late,1600000.0
5085,Jammu,Male,Services,Urban,Nano Entrepreneur,109147.0,12.0,164.0,52.0,Default,4247068.0
5086,Udhampur,Unknown,Unknown,Urban,Nano Entrepreneur,104226.0,18.0,188.0,18.0,Late,4532000.0
5087,Udhampur,Male,Manufacturing,Rural,Nano Entrepreneur,118721.0,24.0,188.0,22.0,Default,22452.0
5088,Jammu,Unknown,Tourism,Urban,Msme Sunrise Sector,74834.0,35.12,188.0,18.0,On-Time,4105981.0
5089,Ramban,Other,Healthcare,Rural,Existing Enterprise,27275.0,18.0,212.0,83.0,On-Time,49724.0
5090,Poonch,Male,Tourism,Urban,Existing Enterprise,64658.0,35.12,169.0,1.0,Unknown,1830212.5
5091,Kishtwar,Female,It,Urban,Existing Enterprise,65741.0,35.12,193.0,27.0,Late,4034.0
5092,Rajouri,Female,Retail,Urban,Unknown,107967.0,24.0,212.0,62.0,On-Time,6308.0
5093,Ganderbal,Female,Retail,Urban,Nano Entrepreneur,46071.0,12.0,188.0,82.0,On-Time,1830212.5
5094,Samba,Female,Services,Urban,Nano Entrepreneur,36092.0,36.0,188.0,34.0,Unknown,1830212.5
5095,Shopian,Male,Agri,Urban,Unknown,30984.0,60.0,164.0,56.0,Unknown,1069072.0
5096,Udhampur,Female,Services,Urban,Msme Sunrise Sector,64658.0,24.0,188.0,43.0,On-Time,1830212.5
5097,Srinagar,Other,Services,Urban,Existing Enterprise,113133.0,48.0,202.0,36.0,On-Time,2651222.0
5098,Ganderbal,Male,Retail,Rural,Nano Entrepreneur,40463.0,36.0,199.0,43.0,On-Time,5331180.0
5099,Budgam,Unknown,Manufacturing,Urban,Msme Sunrise Sector,92390.0,18.0,212.0,49.0,Late,3766075.0
5100,Samba,Male,Healthcare,Urban,Unknown,95108.0,60.0,164.0,76.0,Unknown,1765160.0
5101,Kulgam,Female,Services,Urban,Existing Enterprise,99231.0,60.0,212.0,88.0,On-Time,10359.0
5102,Ganderbal,Unknown,Agri,Urban,Unknown,116103.0,60.0,212.0,52.0,Late,493649.0
5103,Kupwara,Male,Manufacturing,Unknown,Nano Entrepreneur,107181.0,60.0,164.0,55.0,Unknown,2475609.0
5104,Pulwama,Male,Unknown,Urban,Existing Enterprise,82113.0,60.0,188.0,9.0,Unknown,4242169.0
5105,Bandipora,Female,Tourism,Rural,Nano Entrepreneur,52019.0,35.12,188.0,80.0,Late,2358889.0
5106,Budgam,Male,Tourism,Unknown,Unknown,53369.0,48.0,188.0,52.0,Late,4073351.0
5107,Doda,Unknown,It,Urban,Nano Entrepreneur,52375.0,48.0,188.0,28.0,On-Time,3973635.0
5108,Poonch,Other,Unknown,Unknown,Existing Enterprise,61704.0,24.0,164.0,72.0,Unknown,1537000.0
5109,Jammu,Male,Healthcare,Rural,Existing Enterprise,98989.0,48.0,212.0,42.0,Unknown,1830212.5
5110,Reasi,Other,Unknown,Rural,Nano Entrepreneur,106550.0,12.0,188.0,51.0,Unknown,1830212.5
5111,Bandipora,Other,Manufacturing,Unknown,Existing Enterprise,13048.0,36.0,208.0,51.0,Default,731335.0
5112,Anantnag,Other,Services,Urban,Existing Enterprise,19314.0,24.0,188.0,39.0,On-Time,3003747.0
5113,Poonch,Unknown,It,Urban,Msme Sunrise Sector,20539.0,36.0,188.0,80.0,On-Time,44890.0
5114,Shopian,Female,Manufacturing,Urban,Existing Enterprise,19617.0,12.0,203.0,56.0,On-Time,44484.0
5115,Pulwama,Male,It,Urban,Msme Sunrise Sector,116461.0,35.12,188.0,80.0,Late,1625000.0
5116,Doda,Female,Retail,Rural,Nano Entrepreneur,119780.0,48.0,188.0,8.0,On-Time,1829797.0
5117,Reasi,Unknown,Agri,Rural,Unknown,101695.0,60.0,188.0,62.0,Unknown,2275619.0
5118,Kulgam,Female,Manufacturing,Rural,Nano Entrepreneur,117020.0,18.0,164.0,82.0,Late,4722950.0
5119,Anantnag,Male,Tourism,Rural,Nano Entrepreneur,63500.0,24.0,212.0,77.0,Late,1730.0
5120,Ramban,Male,It,Urban,Msme Sunrise Sector,46277.0,35.12,166.0,54.0,On-Time,2666200.0
5121,Anantnag,Female,Services,Urban,Msme Sunrise Sector,31965.0,48.0,188.0,29.0,Unknown,4455203.0
5122,Budgam,Other,Unknown,Rural,Unknown,20426.0,35.12,207.0,63.0,On-Time,45094.0
5123,Ramban,Female,It,Rural,Nano Entrepreneur,48152.0,24.0,188.0,86.0,On-Time,5834210.0
5124,Samba,Unknown,Unknown,Unknown,Nano Entrepreneur,93041.0,35.12,188.0,62.0,On-Time,1830212.5
5125,Poonch,Other,Manufacturing,Rural,Existing Enterprise,64658.0,12.0,164.0,27.0,Late,1830212.5
5126,Kupwara,Male,It,Urban,Existing Enterprise,71362.0,35.12,188.0,45.0,On-Time,3029000.0
5127,Srinagar,Male,It,Urban,Unknown,64635.0,60.0,188.0,75.0,Late,13776.0
5128,Anantnag,Unknown,Services,Urban,Msme Sunrise Sector,32527.0,36.0,188.0,30.0,Default,1830212.5
5129,Kulgam,Unknown,Manufacturing,Urban,Existing Enterprise,88452.0,12.0,168.0,24.0,Late,2037138.0
5130,Samba,Female,It,Rural,Unknown,65353.0,24.0,169.0,97.0,Late,1830212.5
5131,Reasi,Other,Healthcare,Urban,Msme Sunrise Sector,36167.0,18.0,188.0,15.0,Default,1367000.0
5132,Jammu,Unknown,Healthcare,Rural,Existing Enterprise,56232.0,24.0,191.0,49.0,Default,5579992.0
5133,Srinagar,Female,It,Rural,Unknown,69023.0,48.0,212.0,81.0,Unknown,435000.0
5134,Anantnag,Female,Services,Unknown,Unknown,115311.0,24.0,164.0,61.0,Late,1830212.5
5135,Kishtwar,Unknown,Manufacturing,Rural,Existing Enterprise,90455.0,60.0,209.0,63.0,Default,3078726.0
5136,Shopian,Male,Manufacturing,Rural,Existing Enterprise,47211.0,35.12,165.0,18.0,On-Time,31497.0
5137,Pulwama,Female,Services,Urban,Nano Entrepreneur,64658.0,48.0,178.0,83.0,Late,13405.0
5138,Kupwara,Unknown,It,Unknown,Msme Sunrise Sector,81412.0,18.0,188.0,61.0,Default,1232000.0
5139,Jammu,Other,Agri,Rural,Existing Enterprise,26420.0,36.0,188.0,80.0,On-Time,1909000.0
5140,Rajouri,Unknown,It,Urban,Existing Enterprise,64658.0,12.0,188.0,84.0,Default,5509227.0
5141,Udhampur,Female,Retail,Rural,Msme Sunrise Sector,71996.0,24.0,188.0,51.0,On-Time,1830212.5
5142,Ganderbal,Female,Services,Urban,Nano Entrepreneur,19661.0,12.0,212.0,73.0,Late,30036.0
5143,Reasi,Male,Tourism,Rural,Nano Entrepreneur,55235.0,24.0,188.0,47.0,Default,1062898.0
5144,Jammu,Unknown,It,Urban,Existing Enterprise,105816.0,18.0,200.0,31.0,Unknown,1830212.5
5145,Budgam,Female,Manufacturing,Rural,Nano Entrepreneur,81964.0,60.0,193.0,15.0,Default,38702.0
5146,Udhampur,Unknown,Healthcare,Urban,Nano Entrepreneur,35832.0,24.0,164.0,36.0,On-Time,36151.0
5147,Udhampur,Female,Manufacturing,Rural,Existing Enterprise,64658.0,35.12,188.0,1.0,Late,10568.0
5148,Kathua,Unknown,Services,Unknown,Nano Entrepreneur,16130.0,18.0,164.0,24.0,Unknown,1830212.5
5149,Reasi,Female,It,Unknown,Msme Sunrise Sector,89171.0,24.0,212.0,48.0,On-Time,4962119.0
5150,Budgam,Female,It,Urban,Msme Sunrise Sector,107969.0,60.0,164.0,97.0,Late,645645.0
5151,Bandipora,Male,Agri,Rural,Nano Entrepreneur,64658.0,18.0,200.0,89.0,Unknown,18710.0
5152,Srinagar,Other,Services,Urban,Msme Sunrise Sector,12683.0,60.0,188.0,56.0,On-Time,1830212.5
5153,Bandipora,Female,Services,Unknown,Unknown,112887.0,60.0,212.0,85.0,Late,1185310.0
5154,Pulwama,Male,Agri,Unknown,Msme Sunrise Sector,62437.0,12.0,188.0,51.0,On-Time,3125618.0
5155,Kulgam,Other,Manufacturing,Unknown,Existing Enterprise,94536.0,60.0,188.0,67.0,On-Time,3203000.0
5156,Ganderbal,Unknown,Healthcare,Urban,Nano Entrepreneur,37442.0,48.0,205.0,6.0,Default,2858265.0
5157,Anantnag,Other,Agri,Urban,Existing Enterprise,94621.0,35.12,176.0,78.0,Unknown,3494000.0
5158,Shopian,Male,Agri,Urban,Nano Entrepreneur,92751.0,48.0,212.0,92.0,Default,1514694.0
5159,Poonch,Female,It,Urban,Nano Entrepreneur,59135.0,60.0,188.0,72.0,Late,2457000.0
5160,Ramban,Male,It,Rural,Existing Enterprise,61125.0,35.12,188.0,68.0,On-Time,1830212.5
5161,Ganderbal,Other,It,Urban,Nano Entrepreneur,98490.0,24.0,188.0,54.0,Late,1270000.0
5162,Shopian,Other,Services,Urban,Existing Enterprise,101445.0,24.0,212.0,41.0,On-Time,3262055.0
5163,Pulwama,Female,Manufacturing,Urban,Existing Enterprise,21748.0,35.12,188.0,69.0,Late,26455.0
5164,Kathua,Female,It,Rural,Unknown,19188.0,12.0,164.0,94.0,Default,5321350.0
5165,Reasi,Male,Tourism,Unknown,Msme Sunrise Sector,28247.0,12.0,188.0,58.0,Late,5141458.0
5166,Kupwara,Female,Unknown,Unknown,Existing Enterprise,64658.0,60.0,212.0,51.0,Unknown,1075001.0
5167,Reasi,Female,Agri,Urban,Msme Sunrise Sector,90811.0,24.0,188.0,26.0,Late,4690292.0
5168,Kupwara,Female,Unknown,Urban,Nano Entrepreneur,64658.0,18.0,210.0,35.0,Late,4026000.0
5169,Baramulla,Male,Retail,Urban,Msme Sunrise Sector,64658.0,18.0,188.0,74.0,On-Time,3529401.0
5170,Anantnag,Male,Tourism,Unknown,Existing Enterprise,32432.0,48.0,178.0,3.0,Unknown,1528343.0
5171,Rajouri,Male,Retail,Rural,Nano Entrepreneur,64658.0,36.0,212.0,68.0,Default,21755.0
5172,Poonch,Female,It,Rural,Unknown,84529.0,35.12,188.0,27.0,Late,4690850.0
5173,Reasi,Male,It,Urban,Msme Sunrise Sector,66687.0,12.0,210.0,10.0,Unknown,3554808.0
5174,Samba,Male,Manufacturing,Unknown,Existing Enterprise,39629.0,48.0,200.0,24.0,Late,1830212.5
5175,Reasi,Other,Manufacturing,Unknown,Unknown,85762.0,60.0,188.0,67.0,Default,2609000.0
5176,Bandipora,Male,Agri,Urban,Nano Entrepreneur,65583.0,48.0,188.0,66.0,On-Time,2596000.0
5177,Jammu,Unknown,Services,Unknown,Existing Enterprise,64658.0,48.0,188.0,84.0,On-Time,37592.0
5178,Jammu,Female,Unknown,Unknown,Existing Enterprise,64658.0,48.0,188.0,72.0,On-Time,3349000.0
5179,Kathua,Female,Healthcare,Unknown,Nano Entrepreneur,75695.0,36.0,188.0,35.0,Default,1530036.0
5180,Doda,Other,Manufacturing,Rural,Existing Enterprise,75087.0,35.12,164.0,31.0,Unknown,4100731.0
5181,Kathua,Unknown,Services,Urban,Existing Enterprise,64658.0,12.0,188.0,90.0,Late,4636300.0
5182,Samba,Male,Healthcare,Rural,Existing Enterprise,55377.0,24.0,212.0,1.0,Late,16604.0
5183,Ramban,Male,Retail,Urban,Msme Sunrise Sector,64658.0,24.0,202.0,7.0,Late,1830212.5
5184,Bandipora,Male,Manufacturing,Rural,Unknown,102900.0,60.0,188.0,10.0,Late,4598000.0
5185,Rajouri,Male,Manufacturing,Rural,Nano Entrepreneur,71183.0,48.0,188.0,8.0,On-Time,1314892.0
5186,Samba,Other,Unknown,Unknown,Nano Entrepreneur,98873.0,48.0,212.0,8.0,Late,4313892.0
5187,Budgam,Unknown,Tourism,Unknown,Unknown,10543.0,18.0,192.0,62.0,On-Time,39640.0
5188,Jammu,Male,Unknown,Rural,Nano Entrepreneur,79439.0,12.0,212.0,62.0,Unknown,903000.0
5189,Ganderbal,Unknown,It,Unknown,Msme Sunrise Sector,89101.0,48.0,188.0,90.0,Unknown,1830212.5
5190,Kulgam,Female,It,Rural,Nano Entrepreneur,61590.0,60.0,203.0,99.0,On-Time,1814000.0
5191,Doda,Male,Retail,Unknown,Nano Entrepreneur,57879.0,35.12,188.0,58.0,Unknown,1830212.5
5192,Ramban,Female,Retail,Rural,Existing Enterprise,94737.0,18.0,188.0,12.0,On-Time,1720000.0
5193,Srinagar,Male,Retail,Rural,Existing Enterprise,49299.0,36.0,188.0,76.0,Late,3395039.0
5194,Doda,Female,Retail,Unknown,Nano Entrepreneur,67913.0,35.12,181.0,58.0,Late,2903000.0
5195,Reasi,Male,It,Urban,Unknown,106600.0,18.0,164.0,59.0,Default,30550.0
5196,Ramban,Male,Healthcare,Rural,Existing Enterprise,65406.0,12.0,188.0,25.0,On-Time,3703.0
5197,Poonch,Female,Manufacturing,Unknown,Existing Enterprise,26526.0,12.0,188.0,5.0,On-Time,14684.0
5198,Pulwama,Male,Agri,Urban,Existing Enterprise,52243.0,35.12,164.0,70.0,On-Time,1830212.5
5199,Srinagar,Male,Retail,Urban,Msme Sunrise Sector,103096.0,18.0,164.0,99.0,Late,1683000.0
5200,Srinagar,Male,Manufacturing,Urban,Msme Sunrise Sector,49053.0,36.0,204.0,72.0,Default,1303815.0
5201,Srinagar,Other,It,Rural,Nano Entrepreneur,64658.0,35.12,212.0,71.0,Late,4374623.0
5202,Ganderbal,Male,Unknown,Urban,Existing Enterprise,12401.0,60.0,207.0,60.0,Late,10532.0
5203,Reasi,Female,It,Rural,Existing Enterprise,15673.0,18.0,188.0,26.0,On-Time,3086559.0
5204,Kathua,Female,Manufacturing,Urban,Unknown,70235.0,35.12,188.0,9.0,Late,2632000.0
5205,Doda,Unknown,Manufacturing,Unknown,Nano Entrepreneur,104571.0,12.0,166.0,57.0,Late,1830212.5
5206,Kishtwar,Female,It,Urban,Unknown,96268.0,48.0,212.0,6.0,Late,517233.0
5207,Samba,Other,Healthcare,Urban,Unknown,28608.0,18.0,212.0,54.0,Default,1543000.0
5208,Shopian,Female,Services,Urban,Existing Enterprise,78605.0,36.0,188.0,51.0,Late,1830212.5
5209,Rajouri,Male,Tourism,Unknown,Existing Enterprise,36689.0,12.0,188.0,61.0,Late,300000.0
5210,Reasi,Male,Healthcare,Urban,Unknown,105047.0,24.0,212.0,3.0,Late,3283508.0
5211,Bandipora,Other,Agri,Urban,Existing Enterprise,101677.0,36.0,188.0,51.0,Late,2851496.0
5212,Rajouri,Other,Services,Rural,Nano Entrepreneur,64658.0,48.0,192.0,28.0,Unknown,1830212.5
5213,Udhampur,Unknown,Retail,Urban,Msme Sunrise Sector,116005.0,18.0,188.0,8.0,Unknown,1111485.0
5214,Baramulla,Female,Retail,Rural,Existing Enterprise,50722.0,36.0,164.0,1.0,Unknown,1830212.5
5215,Shopian,Male,Healthcare,Rural,Msme Sunrise Sector,108251.0,60.0,189.0,71.0,Late,2767026.0
5216,Poonch,Male,Manufacturing,Urban,Nano Entrepreneur,78772.0,35.12,209.0,66.0,Unknown,1830212.5
5217,Bandipora,Male,Manufacturing,Rural,Nano Entrepreneur,9011.0,35.12,177.0,78.0,Unknown,1830212.5
5218,Anantnag,Male,Healthcare,Unknown,Nano Entrepreneur,46671.0,12.0,164.0,5.0,On-Time,2788000.0
5219,Shopian,Other,Services,Rural,Nano Entrepreneur,26853.0,36.0,188.0,96.0,On-Time,1874919.0
5220,Ramban,Female,Agri,Unknown,Nano Entrepreneur,95551.0,35.12,188.0,10.0,On-Time,1504967.0
5221,Samba,Male,It,Rural,Existing Enterprise,44557.0,12.0,188.0,12.0,Default,1830212.5
5222,Kupwara,Male,It,Rural,Unknown,95169.0,12.0,188.0,58.0,On-Time,2955000.0
5223,Bandipora,Female,Retail,Unknown,Msme Sunrise Sector,40418.0,12.0,188.0,24.0,On-Time,1830212.5
5224,Reasi,Other,Agri,Urban,Nano Entrepreneur,64658.0,35.12,164.0,51.0,On-Time,1830212.5
5225,Anantnag,Other,It,Unknown,Unknown,49742.0,35.12,188.0,30.0,Unknown,28390.0
5226,Baramulla,Female,Services,Unknown,Nano Entrepreneur,73357.0,35.12,178.0,80.0,Late,56000.0
5227,Pulwama,Other,Retail,Urban,Existing Enterprise,94643.0,60.0,203.0,57.0,On-Time,45251.0
5228,Budgam,Unknown,Healthcare,Rural,Unknown,10794.0,35.12,211.0,3.0,Late,24414.0
5229,Anantnag,Male,Manufacturing,Rural,Existing Enterprise,82063.0,36.0,193.0,37.0,On-Time,5408173.0
5230,Rajouri,Female,It,Urban,Existing Enterprise,78189.0,12.0,188.0,56.0,Late,3639000.0
5231,Doda,Unknown,Manufacturing,Urban,Nano Entrepreneur,43830.0,60.0,188.0,46.0,On-Time,1389000.0
5232,Udhampur,Female,Unknown,Rural,Existing Enterprise,63220.0,12.0,164.0,3.0,Late,3044000.0
5233,Budgam,Female,Services,Rural,Existing Enterprise,69998.0,36.0,188.0,20.0,Default,2207360.0
5234,Bandipora,Male,Tourism,Urban,Unknown,72128.0,48.0,188.0,15.0,On-Time,4483330.0
5235,Ramban,Female,It,Urban,Msme Sunrise Sector,34249.0,12.0,195.0,71.0,Late,3901474.0
5236,Ramban,Unknown,Agri,Rural,Nano Entrepreneur,29731.0,35.12,164.0,20.0,Default,2839000.0
5237,Kupwara,Female,Healthcare,Unknown,Unknown,32822.0,18.0,212.0,64.0,On-Time,1830212.5
5238,Baramulla,Other,It,Unknown,Existing Enterprise,92710.0,35.12,188.0,51.0,Late,4268000.0
5239,Baramulla,Male,It,Urban,Existing Enterprise,57609.0,60.0,212.0,62.0,On-Time,4786290.0
5240,Kathua,Male,Tourism,Urban,Nano Entrepreneur,64658.0,18.0,164.0,1.0,On-Time,1213855.0
5241,Kathua,Male,Manufacturing,Unknown,Existing Enterprise,23977.0,36.0,212.0,7.0,Default,60785.0
5242,Baramulla,Unknown,Healthcare,Rural,Existing Enterprise,96741.0,48.0,188.0,27.0,Default,2863630.0
5243,Jammu,Female,Healthcare,Rural,Nano Entrepreneur,89786.0,18.0,178.0,79.0,On-Time,1830212.5
5244,Udhampur,Female,Agri,Urban,Existing Enterprise,115079.0,60.0,164.0,91.0,Late,45892.0
5245,Ganderbal,Female,Agri,Rural,Nano Entrepreneur,36557.0,36.0,188.0,56.0,Unknown,2224255.0
5246,Ganderbal,Unknown,It,Unknown,Msme Sunrise Sector,67101.0,18.0,188.0,1.0,Late,4629929.0
5247,Poonch,Other,Unknown,Urban,Msme Sunrise Sector,90749.0,48.0,174.0,29.0,Late,3681000.0
5248,Budgam,Other,Retail,Urban,Existing Enterprise,110906.0,60.0,212.0,97.0,On-Time,4054000.0
5249,Reasi,Other,Manufacturing,Urban,Unknown,90229.0,36.0,164.0,5.0,Late,27767.0
5250,Ganderbal,Other,Retail,Rural,Existing Enterprise,40209.0,18.0,212.0,48.0,On-Time,1714406.0
5251,Jammu,Male,Manufacturing,Urban,Existing Enterprise,19198.0,48.0,188.0,51.0,Late,30576.0
5252,Jammu,Other,Retail,Urban,Existing Enterprise,13035.0,12.0,212.0,97.0,Late,4796250.0
5253,Baramulla,Female,Agri,Urban,Existing Enterprise,48060.0,12.0,164.0,56.0,Late,1813000.0
5254,Jammu,Unknown,Unknown,Urban,Msme Sunrise Sector,29181.0,36.0,212.0,92.0,On-Time,1830212.5
5255,Jammu,Unknown,Services,Rural,Nano Entrepreneur,89007.0,48.0,212.0,56.0,Unknown,18692.0
5256,Kishtwar,Male,Healthcare,Urban,Existing Enterprise,12238.0,18.0,188.0,60.0,Late,31892.0
5257,Baramulla,Female,Retail,Urban,Nano Entrepreneur,94070.0,48.0,164.0,84.0,Late,3989299.0
5258,Reasi,Male,Agri,Urban,Existing Enterprise,97240.0,12.0,188.0,88.0,On-Time,1828440.0
5259,Samba,Male,Agri,Rural,Existing Enterprise,76531.0,12.0,171.0,6.0,On-Time,10103.0
5260,Bandipora,Unknown,Unknown,Urban,Msme Sunrise Sector,45972.0,35.12,212.0,64.0,On-Time,1830212.5
5261,Reasi,Male,Retail,Urban,Nano Entrepreneur,74091.0,12.0,212.0,93.0,On-Time,3627075.0
5262,Kupwara,Male,Manufacturing,Urban,Nano Entrepreneur,42639.0,48.0,202.0,38.0,Late,4305000.0
5263,Doda,Female,It,Unknown,Nano Entrepreneur,67961.0,48.0,212.0,10.0,Late,1768000.0
5264,Baramulla,Other,Unknown,Urban,Nano Entrepreneur,38857.0,36.0,164.0,74.0,On-Time,2123551.0
5265,Anantnag,Other,Retail,Urban,Existing Enterprise,41274.0,12.0,209.0,49.0,Late,5404.0
5266,Ramban,Male,Services,Urban,Unknown,38898.0,18.0,212.0,44.0,Default,5361471.0
5267,Kathua,Other,Unknown,Urban,Nano Entrepreneur,82948.0,60.0,166.0,4.0,Default,427099.0
5268,Samba,Male,Tourism,Unknown,Unknown,81710.0,12.0,188.0,51.0,On-Time,1830212.5
5269,Bandipora,Unknown,Retail,Rural,Nano Entrepreneur,51854.0,60.0,164.0,79.0,Default,2874000.0
5270,Kishtwar,Female,Manufacturing,Urban,Existing Enterprise,80567.0,60.0,164.0,26.0,Default,28496.0
5271,Srinagar,Female,Healthcare,Unknown,Nano Entrepreneur,88094.0,18.0,188.0,24.0,Late,320000.0
5272,Samba,Female,Agri,Rural,Msme Sunrise Sector,53592.0,24.0,188.0,53.0,Default,28008.0
5273,Ramban,Unknown,Healthcare,Urban,Existing Enterprise,89503.0,18.0,166.0,62.0,Default,3672079.0
5274,Srinagar,Other,Agri,Urban,Nano Entrepreneur,64658.0,35.12,188.0,46.0,On-Time,525970.0
5275,Shopian,Female,Retail,Urban,Nano Entrepreneur,73618.0,12.0,188.0,96.0,On-Time,2221209.0
5276,Reasi,Unknown,Manufacturing,Unknown,Nano Entrepreneur,79363.0,24.0,188.0,10.0,Default,5526492.0
5277,Budgam,Male,Retail,Urban,Unknown,94356.0,36.0,188.0,35.0,On-Time,4834830.0
5278,Pulwama,Male,Tourism,Urban,Unknown,26441.0,24.0,188.0,47.0,Default,1830212.5
5279,Kupwara,Male,Agri,Urban,Msme Sunrise Sector,71544.0,18.0,188.0,61.0,Late,2428584.0
5280,Budgam,Unknown,Unknown,Urban,Unknown,64658.0,35.12,188.0,40.0,On-Time,4975847.0
5281,Rajouri,Other,Manufacturing,Urban,Existing Enterprise,102509.0,36.0,164.0,16.0,Late,1830212.5
5282,Bandipora,Female,Healthcare,Urban,Existing Enterprise,64658.0,36.0,188.0,92.0,Late,1830212.5
5283,Samba,Female,Services,Unknown,Existing Enterprise,41798.0,12.0,164.0,40.0,On-Time,2179567.0
5284,Udhampur,Male,Agri,Urban,Nano Entrepreneur,96668.0,48.0,188.0,74.0,Unknown,1830212.5
5285,Budgam,Other,Services,Urban,Unknown,64658.0,12.0,164.0,68.0,Default,19164.0
5286,Kishtwar,Unknown,Unknown,Unknown,Msme Sunrise Sector,81745.0,48.0,188.0,35.0,Late,9877.0
5287,Ramban,Female,Tourism,Unknown,Existing Enterprise,104646.0,48.0,164.0,84.0,Default,3240.0
5288,Shopian,Unknown,Retail,Rural,Nano Entrepreneur,105627.0,12.0,188.0,50.0,Late,2581312.0
5289,Rajouri,Female,It,Rural,Msme Sunrise Sector,101004.0,18.0,188.0,24.0,Unknown,2193000.0
5290,Srinagar,Male,Agri,Urban,Msme Sunrise Sector,53958.0,60.0,212.0,95.0,Late,910279.0
5291,Kupwara,Male,It,Urban,Unknown,92802.0,24.0,164.0,10.0,Late,1830212.5
5292,Pulwama,Female,Retail,Urban,Existing Enterprise,88628.0,60.0,164.0,21.0,On-Time,3812970.0
5293,Baramulla,Female,Services,Urban,Nano Entrepreneur,104200.0,24.0,206.0,94.0,Late,1901725.0
5294,Ramban,Other,Tourism,Rural,Msme Sunrise Sector,64658.0,36.0,164.0,92.0,Late,2797552.0
5295,Kishtwar,Male,Services,Rural,Existing Enterprise,97729.0,35.12,188.0,7.0,On-Time,1801455.0
5296,Anantnag,Male,Services,Unknown,Msme Sunrise Sector,109870.0,18.0,188.0,43.0,Late,5439922.0
5297,Budgam,Male,Retail,Urban,Existing Enterprise,13465.0,18.0,212.0,2.0,On-Time,5190228.0
5298,Ramban,Male,Healthcare,Rural,Msme Sunrise Sector,44787.0,36.0,188.0,9.0,On-Time,1882584.0
5299,Poonch,Other,Tourism,Rural,Nano Entrepreneur,86568.0,24.0,188.0,51.0,On-Time,41237.0
5300,Poonch,Female,It,Urban,Unknown,101318.0,48.0,210.0,87.0,Late,1830212.5
5301,Pulwama,Male,Services,Rural,Nano Entrepreneur,117507.0,36.0,188.0,72.0,Default,9689.0
