Application ID,Application Date,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Loan_Amount_INR,Project_Cost_INR
5637.0,2023-06-01,Srinagar,Male,Unknown,Locomotor,Msme Sunrise Sector,It,JKBK032485,37.0,69.0,48.0,23.0,33.0,210.0,119531.0,18.0,13.77,17897.0,0.29881065503497617,11.0,0.9,On-Time,1830212.5,5757214.0
5638.0,2025-08-15,Srinagar,Other,Rural,Unknown,Msme Sunrise Sector,Retail,JKBK019317,22.0,70.0,59.0,116.0,30.0,212.0,61605.0,18.0,11.29,17897.0,0.29881065503497617,98.0,0.71,On-Time,1830212.5,44337.0
5639.0,,Udhampur,Female,Unknown,Unknown,Nano Entrepreneur,Retail,JKBK098626,30.0,48.0,19.0,65.0,27.0,188.0,64658.0,35.11829804789004,7.49,17897.0,0.29881065503497617,96.0,0.16,On-Time,3871000.0,2301000.0
5640.0,,Jammu,Male,Urban,Unknown,Unknown,Retail,JKBK069483,29.0,42.0,49.0,89.0,17.0,212.0,87148.0,60.0,11.85,17897.0,0.29881065503497617,80.0,0.52,On-Time,2485171.0,1936000.0
5641.0,2021-12-08,Shopian,Other,Rural,Hearing,Nano Entrepreneur,Manufacturing,JKBK087182,15.0,48.0,26.0,119.0,33.0,188.0,97482.0,36.0,10.56,17897.0,0.29881065503497617,41.0,0.75,Unknown,4923129.0,2041.0
5642.0,2025-09-16,Bandipora,Male,Urban,Hearing,Unknown,Agri,JKBK066766,26.0,18.0,56.0,9.0,18.0,164.0,64658.0,12.0,6.55,17897.0,0.29881065503497617,74.0,0.05,Late,3300505.0,4405000.0
5643.0,2024-09-22,Jammu,Female,Rural,Unknown,Existing Enterprise,Unknown,JKBK086887,25.0,88.0,57.0,22.0,22.0,212.0,110330.0,24.0,11.81,17897.0,0.29881065503497617,49.0,0.85,Unknown,2223000.0,37277.0
5644.0,,Ramban,Female,Rural,Unknown,Existing Enterprise,Agri,JKBK026095,39.0,9.0,13.0,11.0,24.0,164.0,44033.0,60.0,8.36,17897.0,0.29881065503497617,18.0,0.68,Default,1910948.0,1536725.0
5645.0,,Srinagar,Male,Rural,Unknown,Existing Enterprise,Manufacturing,JKBK074896,22.0,32.0,12.0,43.0,30.0,164.0,27390.0,60.0,12.79,17897.0,0.29881065503497617,82.0,0.47,Default,1830212.5,2301000.0
5646.0,2025-10-08,Samba,Unknown,Rural,Visual,Existing Enterprise,Healthcare,JKBK026826,3.0,48.0,14.0,110.0,43.0,188.0,74602.0,35.11829804789004,8.02,17897.0,0.29881065503497617,91.0,0.8,On-Time,1577078.0,28837.0
5647.0,,Anantnag,Male,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK048207,34.0,44.0,33.0,78.0,4.0,193.0,108386.0,48.0,10.56,17897.0,0.29881065503497617,44.0,0.74,Late,1830212.5,5807263.0
5648.0,2026-09-04,Poonch,Female,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK021016,37.0,83.0,12.0,21.0,24.0,188.0,54910.0,35.11829804789004,11.59,17897.0,0.29881065503497617,28.0,0.34,Late,3891627.0,2213820.0
5649.0,2024-02-06,Rajouri,Female,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK029949,29.0,21.0,42.0,45.0,10.0,164.0,89108.0,36.0,6.55,17897.0,0.29881065503497617,55.0,0.87,Default,1830212.5,2077564.0
5650.0,2023-09-22,Ramban,Female,Urban,Hearing,Nano Entrepreneur,Healthcare,JKBK089681,14.0,26.0,32.0,79.0,42.0,188.0,63237.0,36.0,8.0,17897.0,0.29881065503497617,17.0,0.71,Late,38487.0,1842926.0
5651.0,2022-01-17,Anantnag,Female,Urban,Locomotor,Existing Enterprise,Services,JKBK071310,39.0,38.0,16.0,27.0,32.0,164.0,59348.0,36.0,7.09,17897.0,0.29881065503497617,65.0,0.33,Unknown,4568565.0,5665000.0
5652.0,,Baramulla,Female,Unknown,Hearing,Nano Entrepreneur,Agri,JKBK027962,20.0,22.0,45.0,65.0,39.0,188.0,43273.0,24.0,9.61,17897.0,0.29881065503497617,64.0,0.55,Late,4054000.0,4933105.0
5653.0,,Kathua,Male,Rural,Locomotor,Msme Sunrise Sector,Healthcare,JKBK050046,20.0,17.0,32.0,52.0,31.0,188.0,23082.0,60.0,13.78,17897.0,0.29881065503497617,81.0,0.3,On-Time,4047496.0,9088.0
5654.0,2021-04-24,Bandipora,Other,Rural,Unknown,Nano Entrepreneur,Tourism,JKBK093764,9.0,8.0,50.0,34.0,32.0,164.0,47783.0,35.11829804789004,7.6,17897.0,0.29881065503497617,28.0,0.82,On-Time,1601800.0,777000.0
5655.0,,Reasi,Other,Rural,Unknown,Unknown,Tourism,JKBK026267,7.0,13.0,50.0,53.0,25.0,164.0,64658.0,35.11829804789004,11.61,17897.0,0.29881065503497617,23.0,0.07,Default,1830212.5,2674115.0
5656.0,2021-09-28,Shopian,Female,Rural,Locomotor,Nano Entrepreneur,Retail,JKBK069483,19.0,84.0,6.0,80.0,10.0,199.0,50600.0,12.0,14.15,17897.0,0.29881065503497617,66.0,0.86,Late,44718.0,2310.0
5657.0,2024-11-03,Budgam,Unknown,Urban,Unknown,Existing Enterprise,Agri,JKBK037553,21.0,13.0,47.0,27.0,23.0,164.0,48423.0,35.11829804789004,12.79,17897.0,0.29881065503497617,71.0,0.46,Late,783128.0,57605.0
5658.0,2026-05-12,Budgam,Unknown,Rural,Visual,Nano Entrepreneur,Unknown,JKBK032570,19.0,43.0,48.0,7.0,43.0,164.0,94204.0,60.0,9.03,17897.0,0.29881065503497617,96.0,0.55,On-Time,2058000.0,1734822.0
5659.0,,Kupwara,Unknown,Urban,Unknown,Msme Sunrise Sector,Unknown,JKBK082933,21.0,36.0,45.0,115.0,42.0,212.0,59130.0,60.0,10.46,17897.0,0.29881065503497617,51.0,0.94,Default,5694870.0,2301000.0
5660.0,,Kishtwar,Male,Urban,Locomotor,Nano Entrepreneur,Retail,JKBK037043,31.0,56.0,41.0,49.0,21.0,198.0,20728.0,18.0,11.45,17897.0,0.29881065503497617,56.0,0.07,On-Time,5536805.0,6146098.0
5661.0,2023-04-28,Ramban,Male,Urban,Locomotor,Existing Enterprise,Services,JKBK043800,12.0,88.0,49.0,98.0,20.0,212.0,92715.0,12.0,12.83,17897.0,0.29881065503497617,51.0,0.25,Unknown,36623.0,2301000.0
5662.0,,Baramulla,Male,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK092433,5.0,72.0,39.0,88.0,13.0,212.0,32197.0,24.0,11.63,17897.0,0.29881065503497617,95.0,0.89,Late,3846.0,669398.0
5663.0,2024-05-19,Kulgam,Female,Rural,Unknown,Nano Entrepreneur,Retail,JKBK080949,13.0,79.0,32.0,82.0,38.0,188.0,19304.0,35.11829804789004,13.92,17897.0,0.29881065503497617,49.0,0.34,Unknown,3224000.0,5363534.0
5664.0,,Jammu,Male,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK083305,13.0,48.0,47.0,19.0,24.0,188.0,37481.0,36.0,7.6,17897.0,0.29881065503497617,89.0,0.63,Late,1854000.0,1847947.0
5665.0,2024-09-13,Shopian,Male,Urban,Unknown,Nano Entrepreneur,It,JKBK030383,35.0,15.0,27.0,40.0,4.0,164.0,42704.0,18.0,10.31,17897.0,0.29881065503497617,19.0,0.85,On-Time,2051846.0,2301000.0
5666.0,,Reasi,Unknown,Unknown,Unknown,Nano Entrepreneur,It,JKBK017865,19.0,79.0,29.0,119.0,45.0,212.0,101790.0,12.0,7.86,17897.0,0.29881065503497617,73.0,0.99,Unknown,4197000.0,31200.0
5667.0,2025-11-07,Rajouri,Other,Unknown,Locomotor,Msme Sunrise Sector,Retail,JKBK089681,8.0,75.0,32.0,116.0,24.0,188.0,91554.0,12.0,12.94,17897.0,0.29881065503497617,86.0,0.42,On-Time,4627015.0,3439000.0
5668.0,,Poonch,Other,Rural,Unknown,Existing Enterprise,Agri,JKBK066239,24.0,69.0,59.0,98.0,39.0,212.0,71067.0,18.0,8.6,17897.0,0.29881065503497617,5.0,0.82,On-Time,1872000.0,1391603.0
5669.0,2021-09-07,Doda,Unknown,Unknown,Hearing,Nano Entrepreneur,Retail,JKBK012483,29.0,15.0,5.0,73.0,40.0,164.0,64658.0,12.0,13.38,17897.0,0.29881065503497617,39.0,0.53,Default,2812000.0,2136363.0
5670.0,2021-07-10,Budgam,Other,Unknown,Locomotor,Unknown,It,JKBK016185,35.0,27.0,32.0,71.0,16.0,188.0,119105.0,48.0,7.31,17897.0,0.29881065503497617,51.0,0.95,Default,4671321.0,2301000.0
5671.0,2021-10-07,Anantnag,Other,Rural,Visual,Nano Entrepreneur,Unknown,JKBK012264,38.0,77.0,32.0,65.0,38.0,188.0,13360.0,12.0,11.04,17897.0,0.29881065503497617,23.0,0.01,Late,1593000.0,2039000.0
5672.0,2025-02-16,Baramulla,Female,Unknown,Unknown,Existing Enterprise,Agri,JKBK079804,18.0,7.0,14.0,114.0,37.0,190.0,64658.0,12.0,9.08,17897.0,0.29881065503497617,51.0,0.88,Default,4258919.0,2301000.0
5673.0,2021-08-24,Ganderbal,Other,Unknown,Locomotor,Nano Entrepreneur,Agri,JKBK039783,18.0,22.0,57.0,80.0,8.0,185.0,73240.0,12.0,10.33,17897.0,0.29881065503497617,87.0,0.13,Late,18299.0,5558272.0
5674.0,,Ganderbal,Female,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK047140,9.0,40.0,30.0,117.0,32.0,212.0,92427.0,36.0,8.64,17897.0,0.29881065503497617,18.0,0.48,Default,2937.0,4321000.0
5675.0,2026-01-26,Pulwama,Male,Urban,Visual,Msme Sunrise Sector,Unknown,JKBK025453,20.0,80.0,53.0,114.0,8.0,188.0,82807.0,18.0,11.92,17897.0,0.29881065503497617,65.0,0.73,Late,37863.0,15770.0
5676.0,2026-07-19,Bandipora,Male,Unknown,Hearing,Existing Enterprise,Unknown,JKBK039888,5.0,52.0,52.0,45.0,27.0,181.0,50144.0,35.11829804789004,10.94,17897.0,0.29881065503497617,35.0,0.76,Late,23064.0,1775818.0
5677.0,2022-09-23,Anantnag,Female,Urban,Visual,Unknown,Manufacturing,JKBK059796,37.0,73.0,43.0,20.0,6.0,179.0,70765.0,24.0,9.5,17897.0,0.29881065503497617,20.0,0.58,Unknown,2795982.0,2301000.0
5678.0,,Kathua,Male,Rural,Unknown,Msme Sunrise Sector,Manufacturing,JKBK021016,9.0,16.0,9.0,86.0,34.0,164.0,41159.0,18.0,8.28,17897.0,0.29881065503497617,26.0,0.88,Unknown,1830212.5,4661000.0
5679.0,2021-11-27,Reasi,Male,Urban,Unknown,Unknown,Tourism,JKBK045023,20.0,87.0,59.0,96.0,5.0,188.0,15767.0,12.0,8.35,17897.0,0.29881065503497617,29.0,0.56,Default,14042.0,1365000.0
5680.0,,Ramban,Male,Rural,Locomotor,Existing Enterprise,It,JKBK079910,16.0,7.0,40.0,85.0,23.0,171.0,105770.0,36.0,13.97,17897.0,0.29881065503497617,51.0,0.88,Unknown,1830212.5,10786.0
5681.0,,Srinagar,Other,Rural,Locomotor,Existing Enterprise,Agri,JKBK042887,17.0,62.0,32.0,39.0,15.0,188.0,64658.0,12.0,12.0,17897.0,0.29881065503497617,72.0,0.32,On-Time,2903000.0,1707395.0
5682.0,2022-08-18,Ramban,Male,Unknown,Unknown,Nano Entrepreneur,Retail,JKBK025091,7.0,7.0,51.0,65.0,2.0,188.0,49265.0,18.0,10.02,17897.0,0.29881065503497617,47.0,0.17,Late,1590552.0,2301000.0
5683.0,,Ganderbal,Unknown,Urban,Hearing,Unknown,Services,JKBK012835,0.0,5.0,11.0,116.0,31.0,164.0,34512.0,35.11829804789004,9.82,17897.0,0.29881065503497617,80.0,0.03,On-Time,1830212.5,53143.0
5684.0,,Budgam,Male,Rural,Unknown,Existing Enterprise,Retail,JKBK074896,36.0,75.0,26.0,76.0,24.0,188.0,59057.0,18.0,10.56,17897.0,0.29881065503497617,11.0,0.46,On-Time,1830212.5,2098994.0
5685.0,,Kathua,Female,Unknown,Unknown,Existing Enterprise,Retail,JKBK056907,16.0,48.0,42.0,89.0,15.0,188.0,63223.0,24.0,8.25,17897.0,0.29881065503497617,45.0,0.52,Unknown,1830212.5,2301000.0
5686.0,,Jammu,Male,Unknown,Multiple,Nano Entrepreneur,Retail,JKBK023004,3.0,73.0,7.0,49.0,26.0,164.0,25423.0,48.0,9.98,17897.0,0.29881065503497617,79.0,0.18,Default,20130.0,2301000.0
5687.0,2025-07-12,Anantnag,Female,Urban,Unknown,Existing Enterprise,Healthcare,JKBK024294,0.0,46.0,40.0,30.0,2.0,164.0,38468.0,12.0,8.06,17897.0,0.29881065503497617,33.0,0.03,Unknown,4741059.0,38278.0
5688.0,,Srinagar,Female,Rural,Multiple,Existing Enterprise,Agri,JKBK013840,9.0,6.0,31.0,54.0,33.0,164.0,48724.0,24.0,7.97,17897.0,0.29881065503497617,2.0,0.03,On-Time,34938.0,3819000.0
5689.0,,Kulgam,Other,Rural,Visual,Nano Entrepreneur,Services,JKBK017531,39.0,13.0,32.0,65.0,24.0,188.0,60920.0,60.0,7.98,17897.0,0.29881065503497617,34.0,0.05,Late,417000.0,449835.0
5690.0,2025-01-01,Pulwama,Other,Rural,Unknown,Existing Enterprise,Services,JKBK027436,5.0,49.0,48.0,32.0,15.0,164.0,96048.0,60.0,9.05,17897.0,0.29881065503497617,54.0,0.91,On-Time,2982085.0,2301000.0
5691.0,2021-12-26,Pulwama,Female,Rural,Unknown,Nano Entrepreneur,Services,JKBK077049,17.0,61.0,6.0,74.0,24.0,188.0,27153.0,24.0,12.63,17897.0,0.29881065503497617,63.0,0.91,Late,43947.0,1036000.0
5692.0,2021-04-20,Poonch,Female,Rural,Visual,Existing Enterprise,Services,JKBK079688,3.0,28.0,10.0,34.0,16.0,164.0,117598.0,12.0,13.66,17897.0,0.29881065503497617,24.0,0.86,Late,447989.0,4868248.0
5693.0,2024-05-25,Ramban,Male,Urban,Unknown,Existing Enterprise,Healthcare,JKBK070179,0.0,40.0,38.0,35.0,2.0,164.0,108134.0,12.0,12.32,17897.0,0.29881065503497617,93.0,0.36,Late,2068555.0,2301000.0
5694.0,,Doda,Male,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK082830,30.0,48.0,4.0,99.0,12.0,188.0,11898.0,12.0,13.65,17897.0,0.29881065503497617,58.0,0.53,On-Time,1784763.0,6383000.0
5695.0,2024-11-12,Pulwama,Male,Rural,Multiple,Nano Entrepreneur,Healthcare,JKBK028987,1.0,47.0,8.0,52.0,24.0,188.0,106591.0,18.0,10.86,17897.0,0.29881065503497617,60.0,0.88,Unknown,2907000.0,4184524.0
5696.0,,Kupwara,Unknown,Unknown,Unknown,Unknown,It,JKBK022737,20.0,51.0,39.0,71.0,19.0,188.0,89869.0,12.0,11.1,17897.0,0.29881065503497617,69.0,0.99,Late,1830212.5,2301000.0
5697.0,,Srinagar,Female,Rural,Hearing,Nano Entrepreneur,Healthcare,JKBK047327,31.0,88.0,40.0,99.0,30.0,212.0,64658.0,48.0,6.57,17897.0,0.29881065503497617,15.0,0.12,On-Time,1830212.5,2538000.0
5698.0,2022-11-08,Kathua,Unknown,Unknown,Unknown,Nano Entrepreneur,Healthcare,JKBK066152,9.0,18.0,51.0,20.0,24.0,164.0,64658.0,48.0,7.45,17897.0,0.29881065503497617,53.0,0.59,On-Time,1116000.0,47403.0
5699.0,2021-03-06,Rajouri,Other,Urban,Hearing,Existing Enterprise,Tourism,JKBK025091,15.0,37.0,59.0,109.0,13.0,212.0,78510.0,36.0,11.25,17897.0,0.29881065503497617,94.0,0.61,Default,2145000.0,2053000.0
5700.0,,Kulgam,Male,Rural,Unknown,Nano Entrepreneur,Services,JKBK048383,6.0,14.0,27.0,114.0,17.0,178.0,92369.0,35.11829804789004,11.08,17897.0,0.29881065503497617,41.0,0.82,On-Time,48891.0,1682700.0
5701.0,,Srinagar,Other,Rural,Visual,Nano Entrepreneur,Tourism,JKBK032713,29.0,39.0,41.0,27.0,35.0,171.0,117063.0,60.0,11.12,17897.0,0.29881065503497617,90.0,0.4,Unknown,1830212.5,3861650.0
5702.0,,Kishtwar,Unknown,Rural,Unknown,Nano Entrepreneur,Tourism,JKBK074896,28.0,7.0,7.0,75.0,39.0,164.0,95337.0,12.0,7.98,17897.0,0.29881065503497617,64.0,0.74,On-Time,22670.0,2301000.0
5703.0,2024-09-08,Ganderbal,Female,Unknown,Locomotor,Existing Enterprise,Unknown,JKBK013840,3.0,30.0,34.0,13.0,33.0,164.0,40482.0,12.0,9.09,17897.0,0.29881065503497617,8.0,0.65,Late,1830212.5,59983.0
5704.0,2021-11-18,Ganderbal,Other,Rural,Unknown,Existing Enterprise,Tourism,JKBK031173,7.0,64.0,47.0,39.0,29.0,186.0,26914.0,18.0,6.66,17897.0,0.29881065503497617,51.0,0.65,Late,3870600.0,2301000.0
5705.0,2021-09-26,Bandipora,Female,Urban,Hearing,Nano Entrepreneur,Manufacturing,JKBK049533,26.0,8.0,3.0,116.0,8.0,164.0,37878.0,35.11829804789004,14.4,17897.0,0.29881065503497617,91.0,0.07,Default,4573541.0,5587180.0
5706.0,,Budgam,Male,Rural,Visual,Unknown,Retail,JKBK066668,35.0,60.0,32.0,76.0,23.0,188.0,71143.0,24.0,10.48,17897.0,0.29881065503497617,39.0,0.97,On-Time,30070.0,5048000.0
5707.0,2025-02-17,Kathua,Other,Unknown,Hearing,Nano Entrepreneur,Services,JKBK011785,20.0,86.0,32.0,79.0,23.0,188.0,81640.0,48.0,14.32,17897.0,0.29881065503497617,65.0,0.76,On-Time,1828000.0,55476.0
5708.0,2024-09-09,Baramulla,Male,Urban,Unknown,Unknown,It,JKBK065875,9.0,66.0,32.0,65.0,41.0,188.0,26120.0,36.0,10.56,17897.0,0.29881065503497617,26.0,0.69,Late,2848212.0,735452.0
5709.0,,Kishtwar,Male,Urban,Unknown,Msme Sunrise Sector,Unknown,JKBK062055,16.0,31.0,5.0,23.0,2.0,164.0,10366.0,60.0,14.09,17897.0,0.29881065503497617,8.0,0.4,Unknown,1830212.5,1961281.0
5710.0,,Doda,Male,Urban,Locomotor,Unknown,Unknown,JKBK044255,38.0,71.0,14.0,15.0,9.0,164.0,104485.0,18.0,13.16,17897.0,0.29881065503497617,44.0,0.06,Late,4260429.0,5940718.0
5711.0,2022-07-18,Jammu,Female,Urban,Visual,Nano Entrepreneur,It,JKBK044515,2.0,79.0,59.0,50.0,39.0,212.0,25810.0,35.11829804789004,8.56,17897.0,0.29881065503497617,51.0,0.44,Default,44857.0,2717000.0
5712.0,,Poonch,Unknown,Urban,Hearing,Nano Entrepreneur,Retail,JKBK035635,17.0,52.0,43.0,120.0,8.0,212.0,105633.0,24.0,7.33,17897.0,0.29881065503497617,20.0,0.48,Default,1830212.5,3681995.0
5713.0,2022-04-25,Pulwama,Other,Urban,Hearing,Nano Entrepreneur,Tourism,JKBK091328,6.0,37.0,36.0,65.0,19.0,188.0,64658.0,35.11829804789004,9.02,17897.0,0.29881065503497617,77.0,0.51,On-Time,1830212.5,2948284.0
5714.0,2022-07-10,Doda,Male,Rural,Hearing,Nano Entrepreneur,Services,JKBK068857,18.0,27.0,32.0,117.0,42.0,188.0,28243.0,48.0,13.42,17897.0,0.29881065503497617,96.0,0.6,Late,1493745.0,825119.0
5715.0,,Poonch,Other,Rural,Hearing,Unknown,Healthcare,JKBK048520,21.0,67.0,33.0,111.0,12.0,212.0,64658.0,36.0,10.69,17897.0,0.29881065503497617,85.0,0.94,Default,4649000.0,6863093.0
5716.0,2022-07-14,Poonch,Other,Unknown,Unknown,Msme Sunrise Sector,Healthcare,JKBK061541,20.0,82.0,46.0,109.0,14.0,188.0,113885.0,48.0,13.18,17897.0,0.29881065503497617,91.0,0.95,Late,43626.0,2301000.0
5717.0,,Udhampur,Other,Rural,Hearing,Existing Enterprise,Retail,JKBK054843,15.0,67.0,15.0,96.0,12.0,205.0,36831.0,18.0,13.75,17897.0,0.29881065503497617,41.0,0.5051130000081706,Default,1830212.5,2853433.0
5718.0,2023-10-23,Bandipora,Unknown,Urban,Locomotor,Nano Entrepreneur,Unknown,JKBK056907,2.0,39.0,47.0,108.0,38.0,212.0,115385.0,18.0,7.41,17897.0,0.29881065503497617,51.0,0.63,Late,476656.0,5970276.0
5719.0,2023-03-10,Jammu,Unknown,Rural,Unknown,Nano Entrepreneur,Healthcare,JKBK074677,27.0,86.0,32.0,95.0,17.0,188.0,99103.0,36.0,9.9,17897.0,0.29881065503497617,56.0,0.5051130000081706,Late,2816000.0,2301000.0
5720.0,2025-03-14,Kulgam,Unknown,Urban,Locomotor,Msme Sunrise Sector,Healthcare,JKBK039783,32.0,72.0,50.0,59.0,24.0,188.0,28392.0,48.0,12.28,17897.0,0.29881065503497617,92.0,0.7,On-Time,3327450.0,3886000.0
5721.0,2021-06-26,Reasi,Unknown,Urban,Unknown,Msme Sunrise Sector,It,JKBK093764,37.0,80.0,52.0,75.0,24.0,212.0,64658.0,18.0,8.0,17897.0,0.29881065503497617,90.0,0.91,On-Time,931044.0,24503.0
5722.0,2022-02-01,Budgam,Male,Urban,Locomotor,Nano Entrepreneur,Unknown,JKBK035901,11.0,59.0,5.0,65.0,23.0,188.0,94116.0,18.0,11.98,17897.0,0.29881065503497617,43.0,0.63,Default,807356.0,2104000.0
5723.0,2026-08-13,Doda,Male,Urban,Unknown,Msme Sunrise Sector,Healthcare,JKBK010129,12.0,6.0,34.0,23.0,13.0,164.0,44266.0,48.0,9.53,17897.0,0.29881065503497617,33.0,0.03,Unknown,40634.0,5701000.0
5724.0,2021-06-10,Budgam,Unknown,Rural,Unknown,Unknown,Healthcare,JKBK062302,1.0,42.0,32.0,93.0,35.0,203.0,12749.0,18.0,12.69,17897.0,0.29881065503497617,90.0,0.29,Default,27537.0,2301000.0
5725.0,2024-11-10,Anantnag,Unknown,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK080436,20.0,60.0,32.0,109.0,38.0,188.0,77960.0,35.11829804789004,7.65,17897.0,0.29881065503497617,51.0,0.38,On-Time,41509.0,4134000.0
5726.0,2024-02-15,Ganderbal,Female,Rural,Visual,Existing Enterprise,Healthcare,JKBK065566,8.0,48.0,32.0,65.0,12.0,188.0,39783.0,24.0,8.61,17897.0,0.29881065503497617,61.0,0.88,Late,2801741.0,2301000.0
5727.0,,Udhampur,Female,Urban,Unknown,Existing Enterprise,Agri,JKBK082921,36.0,14.0,25.0,60.0,7.0,164.0,64658.0,60.0,9.89,17897.0,0.29881065503497617,63.0,0.5051130000081706,Late,1830212.5,1159000.0
5728.0,2021-10-12,Doda,Unknown,Urban,Hearing,Msme Sunrise Sector,Healthcare,JKBK089244,4.0,58.0,46.0,82.0,40.0,212.0,91191.0,60.0,8.86,17897.0,0.29881065503497617,93.0,0.72,On-Time,2581867.0,935000.0
5729.0,2023-02-06,Kupwara,Other,Unknown,Multiple,Unknown,Manufacturing,JKBK041552,18.0,67.0,42.0,45.0,12.0,184.0,117044.0,24.0,11.86,17897.0,0.29881065503497617,49.0,0.08,Default,5925588.0,5635369.0
5730.0,2024-04-23,Udhampur,Male,Unknown,Hearing,Nano Entrepreneur,Unknown,JKBK088000,23.0,82.0,32.0,7.0,20.0,188.0,35382.0,60.0,12.42,17897.0,0.29881065503497617,60.0,0.41,Default,36750.0,4709064.0
5731.0,,Shopian,Male,Rural,Multiple,Existing Enterprise,Retail,JKBK041667,15.0,77.0,24.0,65.0,13.0,188.0,97104.0,48.0,10.2,17897.0,0.29881065503497617,33.0,0.11,On-Time,641365.0,140757.0
5732.0,,Reasi,Female,Rural,Visual,Msme Sunrise Sector,Unknown,JKBK042887,21.0,65.0,44.0,20.0,2.0,164.0,90505.0,24.0,13.22,17897.0,0.29881065503497617,20.0,0.95,On-Time,613608.0,5154693.0
5733.0,2024-09-03,Udhampur,Male,Unknown,Unknown,Unknown,Retail,JKBK048520,20.0,65.0,51.0,100.0,35.0,188.0,70569.0,18.0,8.86,17897.0,0.29881065503497617,78.0,0.86,On-Time,1384593.0,2301000.0
5734.0,2024-05-15,Ramban,Unknown,Urban,Multiple,Existing Enterprise,Services,JKBK045432,7.0,26.0,12.0,62.0,29.0,164.0,12922.0,24.0,13.64,17897.0,0.29881065503497617,23.0,0.17,Late,3128000.0,3494495.0
5735.0,,Udhampur,Other,Rural,Multiple,Existing Enterprise,Retail,JKBK070817,23.0,48.0,52.0,13.0,30.0,188.0,18874.0,12.0,9.86,17897.0,0.29881065503497617,10.0,0.67,Default,36490.0,2301000.0
5736.0,2024-05-02,Anantnag,Female,Urban,Visual,Unknown,Manufacturing,JKBK044662,32.0,55.0,51.0,19.0,24.0,181.0,47402.0,35.11829804789004,9.4,17897.0,0.29881065503497617,34.0,0.73,Late,1830212.5,721507.0
5737.0,,Kulgam,Female,Urban,Multiple,Existing Enterprise,Agri,JKBK091328,4.0,48.0,13.0,16.0,24.0,188.0,82285.0,18.0,9.72,17897.0,0.29881065503497617,90.0,0.86,Default,16565.0,1774376.0
5738.0,,Srinagar,Female,Urban,Visual,Msme Sunrise Sector,Retail,JKBK075469,14.0,34.0,32.0,70.0,16.0,188.0,70466.0,60.0,7.33,17897.0,0.29881065503497617,9.0,0.22,On-Time,1830212.5,6138956.0
5739.0,2023-07-21,Udhampur,Other,Rural,Unknown,Nano Entrepreneur,Tourism,JKBK060322,33.0,29.0,8.0,38.0,24.0,188.0,90382.0,24.0,13.63,17897.0,0.29881065503497617,28.0,0.32,Late,36122.0,2266000.0
5740.0,,Ganderbal,Male,Urban,Unknown,Nano Entrepreneur,It,JKBK041666,20.0,77.0,56.0,79.0,38.0,188.0,113829.0,12.0,9.25,17897.0,0.29881065503497617,44.0,0.11,Late,574000.0,2301000.0
5741.0,2023-02-22,Bandipora,Other,Unknown,Locomotor,Nano Entrepreneur,It,JKBK044662,1.0,12.0,57.0,65.0,8.0,188.0,51816.0,12.0,7.44,17897.0,0.29881065503497617,37.0,0.85,Default,1830212.5,544751.0
5742.0,,Anantnag,Male,Unknown,Multiple,Existing Enterprise,Agri,JKBK022460,26.0,7.0,40.0,87.0,10.0,170.0,48436.0,48.0,14.23,17897.0,0.29881065503497617,47.0,0.2,On-Time,39701.0,2301000.0
5743.0,2021-04-22,Kishtwar,Other,Urban,Locomotor,Unknown,Services,JKBK070268,21.0,59.0,25.0,54.0,21.0,180.0,44561.0,24.0,8.33,17897.0,0.29881065503497617,36.0,0.18,On-Time,4395.0,1042897.0
5744.0,2022-02-02,Ganderbal,Male,Rural,Hearing,Msme Sunrise Sector,Healthcare,JKBK010690,2.0,71.0,60.0,9.0,31.0,173.0,37383.0,48.0,13.74,17897.0,0.29881065503497617,53.0,0.87,On-Time,1629361.0,2905710.0
5745.0,,Doda,Male,Urban,Unknown,Unknown,It,JKBK042887,20.0,21.0,29.0,14.0,32.0,188.0,66746.0,18.0,7.91,17897.0,0.29881065503497617,46.0,0.04,On-Time,3373924.0,3431879.0
5746.0,2025-12-23,Reasi,Female,Rural,Visual,Msme Sunrise Sector,Retail,JKBK041399,2.0,10.0,35.0,9.0,27.0,164.0,99425.0,60.0,14.25,17897.0,0.29881065503497617,48.0,0.42,On-Time,4765000.0,6061000.0
5747.0,2023-03-01,Jammu,Female,Urban,Visual,Existing Enterprise,Manufacturing,JKBK034322,36.0,55.0,35.0,101.0,4.0,212.0,105698.0,24.0,12.96,17897.0,0.29881065503497617,34.0,0.45,Default,5762921.0,2301000.0
